12000,1401,1556,138,1.065873334916374
12000,1181,1594,155,1.4906013359274581
12000,976,1357,191,2.255203861418197
12001,589,1658,174,2.5133187633145067
12001,1033,1598,189,2.397181474259717
12001,1181,1949,130,1.953916418010967
12001,1418,1442,125,2.4096791235506965
12001,1430,1539,192,1.5170246620673453
12001,953,1272,165,1.3714568485463037
12001,1225,1812,160,2.9326410521713493
12002,853,1985,136,2.662075607134047
12003,908,1815,104,2.1418441181983203
12003,608,1494,191,2.7525615497722438
12003,1092,1380,103,1.7664823953283006
12004,1353,1646,165,2.037762459167891
12005,677,1249,144,1.0518262061517853
12005,980,1309,135,2.142502912442649
12006,1183,1539,153,2.5698943830451997
12006,1292,1618,198,2.6391792123414985
12006,1033,1723,100,2.26635310855594
12006,525,1456,105,1.9847979363064916
12006,1057,1691,181,2.9844574120186587
12007,1225,1058,117,1.2793847644318916
12008,802,1264,149,1.248131467274202
12008,964,1471,124,1.4754503273762247
12009,1411,1623,184,1.6771822384978443
12009,1083,1180,124,2.6317087636513463
12009,1475,1998,132,2.3683355796265584
12009,1195,1480,165,2.40054632935934
12009,1318,1763,199,1.5411518826201218
12009,1309,1553,151,1.8509211972247928
12010,1428,1981,198,1.1852840856484608
12010,1013,1998,114,1.8475412876960398
12010,990,1097,141,1.1195208904116023
12010,604,1143,160,1.1005646378908231
12011,876,1640,108,1.2864576294586376
12011,1364,1808,148,1.5598676807623302
12011,1386,1918,161,1.0959217219766346
12011,675,1057,132,2.2413133412404855
12012,1405,1800,162,1.5152574024966698
12012,1184,1049,109,2.150648149635534
12012,1360,1038,127,2.386529603282371
12012,730,1542,191,1.3533236271706943
12013,1362,1525,176,2.820049113879177
12013,1328,1362,112,1.687335878725574
12013,832,1959,191,1.7617924734362354
12013,727,1438,161,2.212395537888352
12013,1127,1417,124,2.078528494833595
12013,1288,1474,151,2.3576755715960025
12014,1081,1834,119,1.5647445838720293
12014,1456,1214,175,2.9678553148055595
12014,775,1564,131,2.7438360928891488
12014,1084,1619,175,1.370242103626695
12014,874,1820,195,1.2558590416573319
12014,638,1051,119,2.4963946493969167
12015,1401,1778,127,2.9897749777429077
12016,650,1200,185,2.737712008695488
12016,1231,1780,184,1.5473583223618463
12017,562,1565,114,1.693288983306345
12017,1468,1579,120,2.669113769992131
12017,816,1475,133,2.1878150224960873
12017,1175,1305,171,1.268619914681016
12017,801,1036,127,1.2242355271689682
12018,1091,1691,170,2.2275057368191127
12018,745,1948,184,2.519979981525628
12019,1239,1679,124,2.0913726448208068
12019,890,1476,194,1.881605597096899
12019,1244,1816,106,2.8721128565109773
12019,1070,1627,180,2.6309898720556406
12019,642,1072,153,2.7467065500591334
12019,802,1500,152,2.4990527696128164
12020,1395,1829,146,2.5819643983491187
12021,1348,1349,137,1.7412708574062454
12021,982,1098,135,1.5377322843109502
12022,956,1366,172,1.1557713095528477
12022,534,1835,109,2.643396807240246
12023,1146,1056,195,2.123276732029866
12023,837,1205,185,2.9392000289933886
12024,618,1641,171,1.681487614205861
12025,1392,1733,129,1.541016682822417
12025,1005,1598,131,2.7986076857554933
12025,1489,1497,188,2.7955462238086115
12025,815,1658,106,1.089034032892196
12026,874,1737,159,2.203192653255952
12027,1236,1715,182,1.5544754439058512
12027,720,1533,178,2.542266451064931
12027,1210,1175,140,2.407249248039035
12027,1076,1314,162,1.2934346980075784
12028,776,1528,155,2.985359165455775
12028,939,1364,138,2.2316215850276997
12028,556,1111,146,2.360020469073913
12028,665,1320,156,1.0178321150007328
12028,732,1481,197,2.5465874305495975
12028,641,1891,197,2.0808091096325976
12028,1065,1966,180,2.817858916931738
12028,847,1967,106,1.2093063453454176
12029,1293,1554,172,1.1558616146826965
12029,1162,1248,179,2.082692133726432
12029,783,1260,178,1.769200660533735
12030,1391,1635,131,1.8112111135852809
12030,1138,1809,111,1.954031721351057
12030,1383,1032,179,2.533697019035249
12030,943,1466,122,2.652831364266724
12030,1101,1494,114,1.049384340892141
12031,1292,1304,142,1.5855500568665812
12031,768,1979,110,2.57490572994167
12031,1209,1444,169,2.598646523655226
12031,600,1596,167,2.932177559397922
12031,1292,1657,105,1.3215929337459966
12031,686,1889,185,2.522863630339391
12032,1215,1810,166,1.8791944418129938
12032,815,1014,195,2.612648975270134
12033,671,1390,126,2.6309363124483665
12033,1375,1896,167,2.632532943251733
12033,986,1346,142,1.4376415570229772
12033,1138,1004,156,1.2076904411750766
12033,1007,1728,159,2.1411181660991105
12034,978,1826,169,2.8828784664268494
12034,1138,1941,107,2.418316711716935
12034,1363,1638,150,2.64573333907172
12034,596,1932,148,2.209992589741745
12034,538,1065,162,2.136324601200945
12035,1150,1386,158,2.0425689120557005
12035,638,1588,123,2.639232883476847
12035,969,1271,162,2.829399003221906
12035,1182,1751,157,1.3851685981904072
12035,1364,1406,173,2.899220931095868
12036,765,1838,124,2.924591160622218
12036,1193,1043,137,2.7811339298694397
12036,1053,1294,119,2.618168671094378
12036,769,1359,109,2.638037532188411
12036,991,1374,164,2.5648344953370588
12037,1276,1153,137,1.3680653205809261
12037,846,1561,158,1.349042093171033
12037,887,1824,163,1.2462217527534363
12037,900,1646,196,2.443390100582495
12037,946,1586,152,2.1073659655437718
12037,673,1790,128,2.2688537314879778
12038,1327,1352,157,2.801818165590225
12039,1414,1960,113,1.5667749421296433
12039,583,1441,156,2.5049319737137368
12040,976,1475,169,1.326372152814141
12040,873,1344,152,1.4276263699298195
12040,839,1172,180,2.072844462444417
12040,944,1899,170,2.919002980524417
12041,1254,1180,185,2.452957146553013
12041,868,1277,148,2.389527108707477
12041,878,1494,163,2.7934558661186704
12041,1280,1762,126,1.2180984361020364
12042,984,1458,194,2.188253668099968
12042,890,1226,151,1.3339842491327762
12042,1170,1093,146,2.8034371413115444
12043,1138,1770,136,2.8162092041613636
12043,1029,1841,125,2.3443510047501555
12043,568,1773,157,2.143238269948281
12044,1269,1532,170,2.6218530567816662
12044,943,1543,110,1.603421687547552
12045,1013,1147,173,1.1244624993838777
12045,687,1900,181,1.8706540362676698
12045,1142,1939,105,2.959553745629159
12045,1027,1157,107,1.3993549978146291
12045,1158,1262,122,2.4998027433532473
12046,1162,1911,115,1.023370993829049
12047,532,1930,140,1.6606308175385003
12047,792,1878,192,1.6793869154403702
12047,891,1174,135,2.3056489490650875
12048,559,1728,123,2.3383655676020174
12048,1243,1313,116,2.6660115596951974
12048,810,1893,179,1.3976015545061773
12048,1106,1140,165,2.333177338366416
12048,1409,1332,184,1.6682811215424265
12048,1245,1789,155,1.6411158131110446
12048,838,1106,167,1.4645851902078806
12048,571,1457,106,2.01732966224884
12048,869,1711,127,1.4380015920713163
12049,1315,1094,157,1.396484058372583
12049,1125,1195,141,1.3440528693313134
12050,1294,1499,147,1.3375258644322825
12050,1098,1920,145,2.9270580252751524
12050,508,1327,112,2.90018839351799
12050,1126,1920,190,1.0413267823307748
12050,1288,1141,161,1.6811441546375931
12050,506,1274,192,1.8079673845220994
12051,852,1449,131,1.928193299248925
12051,1047,1223,161,2.391974831771921
12051,939,1316,167,1.1972781289217862
12051,525,1985,130,2.428112612978273
12051,1480,1047,182,2.430396143105315
12051,1105,1537,120,1.8450005058048258
12052,940,1133,126,1.0279966606101965
12052,988,1149,148,1.3432438489013103
12052,1466,1717,178,1.924293745855132
12052,1032,1962,143,2.948352770988447
12053,619,1188,160,1.1522469376776283
12053,1228,1159,133,2.0463442615993754
12054,745,1184,136,1.373255830125664
12054,1193,1508,151,2.5088653574261697
12054,547,1638,103,2.9320803910354303
12054,1359,1904,137,2.4920067884070116
12055,1494,1022,139,1.3866904597677863
12055,642,1465,142,1.9832039194635172
12055,979,1538,114,2.001742795973959
12055,744,1474,198,1.5605905149844606
12055,1126,1700,103,1.1252629348950558
12056,1007,1781,106,2.8780276818238013
12056,1433,1549,165,2.5008176589781863
12056,1387,1086,115,2.1103181681141194
12056,1182,1267,166,1.4700327392463555
12057,955,1389,185,1.2514115739434244
12057,1266,1687,102,1.6559410303829338
12057,1239,1232,139,1.335602983378909
12057,785,1631,159,1.9148678835056592
12058,1358,1296,132,2.6105962060547467
12058,605,1670,118,2.030536046254454
12058,564,1104,160,1.0003197058630027
12058,815,1275,156,2.4709469053109965
12058,1396,1999,190,2.620314241766528
12059,1020,1753,105,2.616562299291341
12059,689,1172,168,2.493933653082953
12059,954,1518,166,2.164541396157431
12060,793,1046,105,2.399882662650607
12060,766,1034,170,1.8289636641537768
12060,1362,1325,127,2.143456782403967
12060,976,1241,140,2.619755471590479
12062,977,1470,184,1.3387873663886505
12062,730,1074,152,2.7826588449596423
12062,1376,1679,196,2.0326402045639664
12062,1361,1329,114,2.048762709240869
12063,769,1778,195,2.5405531045915266
12063,864,1016,199,2.9512711204463047
12064,550,1177,115,2.363267402928507
12064,1381,1436,173,2.641466016500574
12064,657,1056,111,1.8655856533782784
12065,1376,1373,148,1.9676425496933965
12065,1119,1260,143,2.5758493382724588
12065,906,1100,193,2.5969136732554032
12065,1283,1573,187,2.288739681989364
12066,1006,1235,146,1.9066086787775212
12066,1416,1008,152,2.307013219963955
12066,1226,1679,150,2.058126437822054
12066,767,1077,116,1.4367018290984122
12066,640,1303,178,2.6828230078203417
12066,560,1378,106,1.6797086681398299
12067,985,1201,132,1.121246740034951
12067,790,1095,154,2.0556855856604885
12067,1037,1005,181,1.9069775969911034
12067,1443,1142,156,1.3504894066666595
12067,1023,1508,187,1.5052367103835769
12068,1161,1049,145,1.570544094780424
12068,1367,1604,100,1.57958020637982
12068,1188,1884,100,2.0144314962136107
12068,643,1253,102,1.4693118800174
12069,651,1629,101,2.39522483355331
12069,1123,1946,189,1.8538762309023267
12069,669,1928,134,2.6246455735727796
12069,1332,1804,157,2.6956074364490004
12070,520,1740,170,2.844341132807577
12070,1292,1762,101,2.122985529241146
12070,1196,1173,199,1.6619008949899308
12071,800,1249,138,2.8132757541896076
12071,1223,1744,159,1.6689991632151262
12071,1453,1418,159,1.1914070883173478
12071,518,1384,137,2.3300192557636614
12071,966,1447,150,2.2622120378283674
12072,1474,1761,191,1.5184587717393432
12072,967,1185,185,1.7570838410854983
12073,1016,1071,128,2.1885119290096378
12073,727,1719,135,2.303032153723696
12073,568,1947,139,1.5153220022952296
12073,858,1319,160,1.6337174806387174
12073,1398,1433,108,2.6279251783593667
12074,1135,1064,186,1.513772431929861
12075,1022,1070,116,1.8455096286025294
12075,660,1838,134,1.2426937628705577
12075,1199,1902,101,2.664039760869681
12075,837,1202,130,2.4147194342707845
12075,1318,1665,150,2.1321544349997668
12076,1217,1261,174,1.7757358202727738
12076,649,1866,183,2.0108153993565354
12076,902,1870,148,1.6383534574756295
12077,1115,1653,101,2.6939390883564087
12077,1454,1190,109,2.7650124506596163
12077,605,1547,183,2.645377031501233
12078,1031,1444,103,1.3915507463907604
12078,1231,1801,113,2.8009768590088275
12078,1004,1424,177,1.9733360267066817
12079,1463,1428,198,2.7519412876273472
12079,532,1046,168,1.9876229119497062
12079,1474,1199,149,1.6212494497964678
12080,973,1220,153,2.5576332795310566
12080,985,1378,183,1.8795112301190429
12080,1275,1675,178,1.934154614666222
12080,1079,1368,137,2.5521799221723898
12081,1189,1689,161,1.7934168507110722
12081,678,1149,198,2.3435146389862895
12084,1373,1222,125,1.7473280332054115
12084,1043,1906,185,2.962407312029323
12084,775,1290,151,2.07718631893583
12084,1378,1752,135,2.5236394297930316
12084,1066,1458,172,2.8560644822725223
12084,748,1031,149,2.3441673128373903
12085,841,1201,169,2.1003213360318487
12085,1270,1643,110,1.345861304008841
12085,973,1497,194,2.800461791950715
12085,855,1030,189,1.0314473444617218
12085,994,1192,130,2.421250608267811
12085,513,1988,187,1.3211013358558734
12085,1341,1397,145,2.017107021330175
12085,1146,1065,184,2.3757722275603346
12086,1191,1881,109,2.4637883200353157
12086,1478,1445,196,2.4053406025652535
12086,648,1550,177,2.3583029152373673
12087,769,1759,190,1.0389508530480889
12087,1029,1142,144,2.9697551841090264
12087,942,1637,116,1.483428392897025
12087,769,1170,156,2.4411897366996276
12088,643,1516,165,1.423718177130166
12088,1099,1143,137,2.475504572632241
12088,832,1975,129,1.9301456358400015
12088,1354,1470,166,2.1144751533111013
12089,755,1877,106,2.466613631163264
12090,1484,1743,104,2.231436968965359
12090,1351,1120,155,2.9999385172770534
12091,647,1404,196,2.5690370256558017
12091,1136,1533,148,1.3065464624779344
12092,1280,1284,123,1.3629349715346954
12093,552,1868,114,2.2582563490089953
12094,1113,1939,186,2.698944111284657
12094,1170,1023,102,1.3483512434193263
12094,1080,1879,112,2.2621912350911293
12094,1491,1786,128,1.5149207646524705
12095,1081,1767,151,1.5340071864068745
12095,1390,1833,157,2.401304307443051
12096,1371,1061,197,1.8539692924299034
12096,575,1621,160,2.003677873428167
12097,825,1501,145,2.108012314217482
12097,781,1065,178,2.684997368910789
12097,1167,1145,115,2.298650270901337
12097,1332,1372,171,2.732023587253394
12097,1331,1277,178,2.4409657434848775
12097,1086,1067,117,2.7818006372460404
12098,532,1072,147,2.8074015166871
12098,568,1260,113,2.7048998122659142
12099,950,1418,179,2.7331746767739054
12099,849,1367,178,2.0535388533888774
12099,520,1828,111,2.4223621318810453
12100,763,1391,152,2.417393164816189
12100,1266,1441,143,1.4303087634814102
12100,1074,1960,143,1.7178862173994105
12100,1420,1201,198,2.7921639151443136
12100,957,1622,162,1.3975243069348546
12100,551,1695,102,1.5762380435355756
12102,685,1697,174,2.7076039770281355
12102,1365,1080,112,2.489519218871245
12103,1312,1954,130,2.5341256935780088
12103,1279,1971,183,1.8253167714135177
12103,1047,1709,137,1.3275020329640805
12103,1224,1633,118,2.8384482985309987
12104,1105,1182,104,2.633259277750622
12104,741,1125,175,1.0020374525730174
12104,1022,1253,121,1.7810111017905963
12105,1106,1616,133,1.8197099960706962
12105,1299,1642,183,1.157538626785546
12106,572,1331,114,2.202034410506939
12107,750,1259,119,2.7008530000716773
12107,945,1916,119,2.579461303074606
12107,1125,1121,166,1.4181050395313501
12107,1189,1191,178,2.028133656937942
12108,624,1744,196,2.2636759181391914
12108,582,1572,116,1.3960558851127112
12108,557,1870,147,1.804706970405095
12108,1342,1028,124,1.2751715940712545
12108,958,1240,160,2.1404823833886324
12109,1186,1494,195,1.4524446980142112
12109,610,1707,181,1.7112180351325776
12109,1020,1929,103,2.883111363288565
12109,714,1339,159,2.0034658776554464
12109,1458,1900,192,1.3196667477786144
12109,914,1565,165,1.410039378634778
12109,1203,1488,181,1.8544690994126025
12109,761,1028,179,2.7715396271102284
12110,1489,1722,198,2.2214877474816035
12111,657,1675,164,1.7137771131237938
12111,1262,1021,179,2.1574835489917588
12112,595,1556,129,1.9031111351336258
12112,911,1224,164,1.034661420398705
12112,708,1870,162,1.6766160221217494
12113,804,1632,111,2.8182655750178975
12113,1076,1902,189,1.8730626543600946
12113,537,1495,174,2.528504723143998
12113,659,1397,124,2.790681565558817
12113,1157,1910,147,2.4074200983656087
12114,944,1349,148,2.1990831441365932
12114,951,1143,170,2.183076530237536
12114,681,1861,149,2.6775388078322675
12114,517,1417,159,1.1358346819470218
12114,1124,1260,174,2.0926236147922053
12115,1365,1096,167,1.929338651386775
12115,1488,1811,125,2.5858545196078024
12115,760,1180,175,2.667975512751241
12115,821,1652,178,2.5539625869812648
12116,673,1244,172,1.013008318919275
12116,1075,1941,176,2.626826557898827
12116,1424,1511,129,2.2836514141216226
12117,1416,1893,161,2.124562015966835
12118,1132,1138,117,1.659332308493637
12118,937,1528,147,1.2171884891882074
12118,1268,1565,113,1.3987289103857492
12118,533,1212,187,1.441290921869706
12119,1310,1230,141,2.9580737776167405
12119,669,1838,139,2.064234573037157
12119,618,1764,171,1.0636859627460387
12119,677,1904,173,1.518598599793788
12119,1329,1362,110,1.8463689609067546
12120,1167,1165,189,2.092439805927229
12120,587,1557,124,1.0447903627739876
12121,1352,1005,178,2.7094980976823875
12121,1294,1492,183,2.373511501326342
12122,1235,1745,140,2.7985581320147013
12122,1276,1344,111,2.459100420725353
12122,1248,1177,105,2.0048036112682768
12123,1122,1947,182,1.705012274655129
12123,1164,1474,169,1.7473228999489228
12123,872,1594,101,1.3490924192278948
12123,1297,1337,132,1.286336547341618
12123,1423,1502,172,1.8816182877077925
12124,815,1453,174,2.330827319243387
12124,1346,1565,155,2.8157830572860734
12124,775,1374,157,2.0275394003682017
12125,508,1222,135,1.4325109020061815
12125,1046,1327,156,2.620710485897999
12125,1045,1889,190,1.0487457889514369
12126,571,1218,144,1.4652725958804347
12126,742,1931,109,1.6881723466525513
12126,547,1643,170,2.563314605807462
12126,1005,1361,177,1.3879998813742143
12126,1442,1859,155,2.734739157718063
12126,1280,1019,150,2.0275235138896344
12127,1341,1244,106,2.387664219718885
12127,1138,1226,104,1.3604297289460778
12127,1078,1449,156,2.0874829878534196
12127,664,1427,148,2.7258276776068637
12127,656,1483,136,2.314336580773892
12128,618,1638,109,1.0104850708620114
12129,854,1599,196,2.4313093427965393
12129,742,1863,166,2.0450801020976597
12130,1094,1153,156,1.430063901805362
12130,902,1922,100,2.8238111110172266
12130,1096,1858,101,1.9649296950668624
12131,999,1080,126,2.8107620247855287
12131,815,1212,168,1.1256795957796926
12131,1429,1535,161,2.903727241229709
12132,1064,1042,199,2.753193207882583
12132,1227,1231,193,2.419370827543842
12132,1386,1233,174,1.3324854499801326
12133,523,1217,148,2.0814570729057635
12134,700,1769,147,1.9033706826920063
12134,822,1160,103,1.9870552376934587
12134,1162,1795,155,1.7453569437285608
12135,539,1955,183,1.314127187594834
12135,841,1359,187,1.3393992562611756
12135,1304,1999,186,1.0760327003544479
12135,1136,1700,104,2.420631507728073
12135,883,1495,103,2.4391314051844204
12135,892,1351,197,2.981195419493614
12136,1347,1228,182,1.428630360870228
12136,1083,1544,153,1.4805408339348431
12136,917,1969,179,2.9519897562571864
12137,790,1608,116,2.9372112191606226
12137,1498,1713,122,2.496107889389033
12137,843,1335,171,1.5904333467146698
12137,1448,1815,108,1.0972796564231713
12137,1225,1178,117,1.998755412826713
12137,860,1788,119,2.7177457206150373
12138,1264,1834,176,2.3673786335691913
