9300,1452,1501,134,2.5325737698508304
9301,1163,1125,134,2.3473275049359454
9301,538,1379,161,2.0711468762062064
9301,893,1296,149,2.1457621817134402
9301,535,1542,107,2.4344778796767126
9301,588,1342,178,1.7984318315963044
9301,856,1060,181,2.353390908125937
9301,762,1342,100,2.8914954200506946
9302,1053,1888,118,2.457572915816994
9302,892,1045,150,2.235716060022118
9302,879,1727,160,1.2289177107897993
9302,672,1852,185,2.221178992236368
9303,1049,1717,137,1.4817251974368917
9303,748,1324,175,1.271401085914222
9303,1195,1368,168,1.1872339028017214
9303,912,1423,131,2.350699769211376
9303,656,1871,119,2.1712623161044875
9303,671,1210,105,2.2177117573116303
9303,705,1284,136,2.5501432321747135
9304,1230,1240,140,1.1496323656208292
9304,971,1009,143,2.339115972117196
9304,1128,1320,176,1.3546798087982832
9305,667,1365,127,2.4618299677921405
9305,928,1175,120,2.205512301021929
9305,670,1896,110,1.0199435357809319
9305,1068,1238,135,1.1647071500255939
9305,1194,1526,198,2.4478953926618687
9306,1065,1651,157,1.0707419005412226
9306,745,1453,109,2.8143816165598623
9306,1357,1373,111,1.9790716745432213
9306,1445,1648,117,1.9460548077949054
9306,838,1187,187,2.4885809409631854
9306,1452,1664,124,2.2956443135944697
9306,715,1237,151,1.4223565561067615
9307,550,1211,115,2.274536807066587
9307,1331,1180,125,1.7087745717026104
9307,1305,1528,111,1.3719311245864054
9307,808,1033,167,2.3158699146780077
9308,1487,1196,193,2.0439490595741976
9308,1315,1915,144,1.0493929127076735
9309,1429,1135,140,2.6310350880651168
9309,1012,1256,132,1.9104977000145793
9309,765,1725,138,1.4637549064940523
9310,852,1352,154,1.3232837500338765
9311,723,1609,191,1.7852367384942676
9311,1292,1922,191,2.4933294488277316
9311,522,1054,141,2.52588779194254
9311,1453,1856,169,1.7088176459586648
9311,1093,1701,147,1.3228024901192907
9311,1082,1484,114,2.8700736673917926
9312,583,1794,184,2.282382015057248
9312,840,1189,101,1.2100180823514237
9312,966,1373,121,2.747476179274479
9313,1389,1971,145,1.3691817880172144
9313,801,1950,167,2.1249895938259726
9313,1295,1747,180,1.9558844350942437
9313,1082,1117,120,1.650970578593592
9314,1067,1784,165,1.4309031795998857
9314,707,1242,184,2.6836038169617007
9315,902,1295,131,2.643267972450092
9315,1125,1384,161,2.0479916396384894
9315,1186,1168,131,2.038874531659679
9315,1389,1843,198,1.489501522154147
9316,847,1462,179,1.8132993803329749
9316,1482,1999,136,1.888315880019935
9317,1244,1725,187,2.3930458518321935
9317,557,1098,137,1.7653933140101516
9317,756,1314,158,2.047614212323511
9318,571,1046,106,2.0797853058790006
9318,940,1904,108,2.8946752537652634
9318,554,1885,121,2.8636501889800288
9318,882,1038,152,2.437274795471682
9319,1201,1798,132,1.4467155431882766
9319,1023,1078,121,1.7800644661731935
9320,1153,1011,162,1.862774880562853
9320,836,1393,178,2.0041907593074466
9320,793,1548,150,1.77146383418288
9321,830,1617,124,2.6455608489712663
9321,643,1556,161,1.2749751889369716
9321,1221,1346,105,1.773651116101555
9321,967,1855,103,2.794821351765803
9321,1174,1116,178,1.8654053600874112
9321,1238,1570,125,1.9880564066594903
9321,862,1795,135,1.4527165598631453
9321,1404,1631,177,2.102239396803485
9322,1354,1544,125,2.178348637897648
9322,793,1238,102,2.49013167667444
9322,1440,1318,137,1.6601456036366948
9322,593,1918,119,1.6436053664203527
9322,1242,1447,141,1.0038165602883373
9323,869,1586,123,2.239631769156416
9323,1188,1055,177,1.0613607839809471
9323,1214,1401,117,1.051044300910626
9323,955,1379,147,1.2882373889163683
9324,507,1402,152,2.716049024248541
9324,1423,1443,188,2.3932281626514653
9324,1072,1409,139,1.433196016128836
9325,1227,1515,153,1.4114649688424397
9325,839,1320,113,2.8306987421388237
9325,664,1684,166,1.5582910123896312
9325,1158,1898,104,1.8078214924383094
9325,872,1431,185,1.8593425180358494
9325,1132,1239,147,1.8909426073933637
9325,868,1147,127,2.3646220548237395
9326,1200,1369,149,1.6944090892922428
9326,1221,1984,185,1.5318937861380695
9326,639,1313,150,1.53268320769443
9326,647,1680,161,1.3053671516900438
9326,1122,1837,131,2.293280643222077
9327,1357,1228,178,2.1742434781268463
9327,742,1657,135,2.9040082819086273
9327,563,1043,196,2.185747839092926
9328,714,1721,186,1.227759022375158
9328,900,1138,128,2.5356160194297646
9328,1180,1844,122,1.6404063556666786
9328,692,1495,110,1.3899408404018336
9328,696,1147,154,2.0560042714911946
9329,1481,1415,102,1.8826354003170414
9329,833,1425,128,1.4639262323042128
9329,773,1554,112,1.2729363397114266
9329,1334,1367,115,1.5592695742578955
9329,951,1071,191,2.965296335304239
9330,1344,1209,183,1.9357433149739234
9330,1415,1753,195,1.585595035935201
9330,532,1963,197,2.6485441070953737
9331,851,1416,189,2.4735044211778403
9331,1203,1174,148,2.1588955617458234
9331,951,1842,147,1.7192538017076133
9332,1356,1217,163,2.183889220297601
9332,1270,1721,133,2.4856374742736658
9332,1167,1258,174,2.6858972481334353
9332,1290,1268,161,1.0448816652807342
9332,1253,1616,183,2.7964425038679073
9333,600,1720,189,1.0710607259353742
9333,790,1746,143,1.7707617376850842
9333,796,1070,160,2.542990955796058
9333,1091,1453,122,2.5459530416657437
9333,1369,1434,195,1.5580616490939674
9333,993,1631,134,2.1688797017990247
9334,902,1340,103,2.940641495365071
9334,1070,1131,150,1.125317920385011
9334,1149,1486,140,1.0668063885059644
9334,1485,1444,151,1.4750281816874644
9334,979,1344,127,1.9713991170326088
9335,640,1000,158,2.1371165769003047
9335,1027,1674,152,2.210121233851175
9336,1136,1327,148,2.8608570987659028
9336,1279,1664,111,2.2858817558230102
9336,621,1193,103,1.8292918000802654
9337,1201,1381,141,1.20817447378739
9337,924,1574,104,1.890865980942457
9337,1280,1801,179,1.0743820855536965
9337,1267,1024,184,2.5717189122818143
9337,978,1970,131,1.281091161968002
9337,1422,1021,112,1.6320507290436455
9337,629,1129,107,1.4456851585112371
9337,924,1749,197,1.4886617841366678
9337,1243,1238,104,1.8549547119669199
9337,1127,1271,116,2.3109096679707872
9337,1074,1230,135,1.3696188881377538
9337,623,1543,147,1.7554491669181636
9337,1344,1117,154,2.9107424127914943
9338,1083,1639,175,2.2855711728140755
9338,646,1788,147,2.5615405540357905
9338,1263,1529,195,1.4041716983583348
9339,635,1625,153,1.5105414694820891
9339,1245,1025,103,1.3711994727344186
9339,758,1913,119,2.8977879154672808
9339,876,1276,139,1.320392437824386
9339,819,1941,129,1.7636016594455102
9339,873,1182,137,1.518700674672923
9339,512,1252,177,1.7238105267530115
9339,680,1097,149,1.4963384020523578
9340,1403,1921,161,1.5342984304708305
9340,1248,1772,187,1.390307835968307
9340,687,1706,118,2.457123927534949
9340,1250,1574,193,2.1470416535634627
9340,1484,1503,158,1.2592509335014666
9340,687,1607,192,2.4819641600984736
9340,799,1190,191,2.3163179362531423
9340,1467,1236,192,1.793465906737556
9341,1180,1362,194,2.540997103429876
9341,1218,1633,196,1.1326455638014226
9342,883,1685,100,2.259032520149278
9342,1050,1637,142,1.6370235587291317
9342,1247,1520,129,2.390617838300418
9342,1426,1366,103,1.3792595014128572
9342,1170,1536,183,1.7938116432416753
9343,784,1656,110,1.1345948534060026
9343,600,1837,155,2.2175424742007075
9344,947,1469,104,2.973924082515471
9344,982,1472,105,2.276598709572337
9344,1456,1647,154,1.1721185405828796
9344,986,1860,161,1.043881403690633
9344,1305,1122,135,1.0048908970574038
9344,538,1839,181,2.7515708847069367
9344,1276,1674,184,1.355296050083341
9344,1477,1866,173,2.2596556233012395
9345,849,1761,198,2.63582918049158
9345,1467,1237,136,1.107180434018484
9345,1282,1638,157,1.7273084464735733
9345,1303,1602,115,1.6825938899431836
9345,1153,1340,170,2.3904692807254593
9346,822,1139,183,1.8120632776582268
9346,958,1038,156,2.685438407484873
9346,510,1751,101,2.3254390855262135
9346,1140,1965,145,2.8776281277595985
9347,973,1496,196,1.5461452220905576
9347,1363,1241,122,2.0694899640358795
9347,773,1869,106,1.9175733313163519
9347,1169,1095,177,1.7720623576868855
9347,1104,1258,167,2.6132632287663586
9347,1012,1187,153,1.517080120459511
9347,911,1415,134,2.360080780916196
9347,613,1796,105,1.212261617200645
9348,1488,1643,126,2.6868891508197796
9348,1164,1467,161,2.0496257958562385
9348,569,1684,140,2.976125237443755
9348,817,1576,120,2.6890905650164814
9348,1487,1835,112,2.229685829868086
9349,897,1643,178,2.4206283098932726
9349,1259,1910,198,1.8633647597274918
9349,615,1009,101,1.963417733759506
9349,880,1756,192,1.9191808723549442
9350,655,1360,124,2.4019508149522784
9350,1073,1242,114,1.874435741878125
9350,1480,1813,110,1.6940669412750875
9350,1098,1438,148,2.3605452110116776
9350,1371,1916,153,2.365514505186379
9350,603,1212,180,1.810278329615905
9350,675,1864,151,1.4626637173685
9351,1119,1055,130,2.020492277142693
9351,904,1946,107,1.6778459551918765
9353,591,1811,154,2.324388326277014
9353,705,1392,143,1.2099395890915288
9354,698,1848,107,2.989416820488665
9354,1114,1757,159,1.220535961010015
9354,1049,1718,100,1.824523876963918
9354,1257,1999,111,1.4711277207975513
9354,707,1421,107,1.9606425044857632
9354,826,1047,116,2.0803985440259583
9354,1421,1517,116,1.6554116124363603
9354,1013,1407,166,2.0140998679170004
9355,686,1395,142,2.6793513946855514
9355,705,1522,172,1.3601409902273947
9355,1391,1341,191,2.9008416420220797
9355,1126,1620,192,2.776400747586374
9355,1494,1407,172,1.8807399165764085
9355,613,1043,162,1.5944797476925343
9356,826,1583,136,1.8684630239027726
9356,948,1306,176,1.3396478691021065
9356,1121,1151,144,1.7644435320220777
9357,1354,1058,119,1.2426653027838073
9357,1142,1088,102,2.9242091703280524
9358,1121,1595,191,1.9711113582082203
9358,672,1440,174,2.3220730170563377
9358,728,1409,154,1.6571230167991753
9359,813,1930,168,2.358036250596467
9359,718,1138,122,2.7449780671064348
9359,506,1987,122,1.8415622420332407
9359,1434,1144,187,2.4477879588209865
9360,1441,1365,113,2.81016403065677
9360,806,1918,136,1.0928867116656014
9360,768,1821,168,2.8391440471839893
9361,816,1544,161,1.1070424776139036
9361,1373,1238,163,2.2258844302184357
9361,965,1309,120,2.566278486787038
9361,757,1417,173,2.616032789832985
9362,1373,1346,117,2.6254907145689725
9362,1041,1217,101,1.4591139556271817
9362,794,1187,144,1.9473564441482891
9362,1152,1966,167,2.4373901280519217
9362,507,1494,171,2.3062664738084466
9362,898,1921,107,2.9200758359947088
9362,554,1519,195,2.2372227362318804
9362,740,1744,180,2.443005341661041
9362,953,1312,133,1.9089921548923996
9362,500,1859,163,1.2776418433971077
9363,1112,1521,152,2.659266814091563
9363,1253,1234,168,1.6820471353926612
9363,637,1336,168,1.6373353091859226
9363,1052,1610,143,2.156590852974194
