6600,1002,1737,108,2.8417810754420394
6600,1242,1652,134,2.8004682869492363
6601,1416,1499,154,1.242758781362001
6601,1256,1538,127,1.9978749291366604
6601,1348,1387,139,2.8346737429099305
6601,1152,1025,174,1.7950884625414543
6601,685,1550,149,2.561701388086398
6601,1137,1972,146,1.421457124218579
6601,1193,1217,106,2.442512692998052
6602,988,1945,191,2.142241774341636
6602,1399,1707,141,2.788771751021147
6602,533,1904,183,1.52914162472475
6602,1069,1107,173,1.6270115055020393
6602,1137,1241,197,1.4314996620417533
6602,1482,1397,120,2.5740883451309324
6602,564,1834,164,1.465904663320304
6603,1186,1911,179,2.0577754882404644
6603,1461,1798,180,2.8851092782813845
6603,802,1490,168,2.0251941146190346
6603,998,1638,196,2.716784298146
6603,1367,1475,172,2.481517204953123
6604,1138,1472,168,1.0262041217224775
6604,904,1516,168,2.9603263340644084
6604,1268,1449,128,1.1910712150486835
6605,984,1165,199,1.4959690210371515
6605,637,1105,176,1.8741381512488409
6605,1460,1858,121,2.3236640809048104
6605,721,1257,127,2.37809646457253
6605,529,1967,108,1.6780214301802285
6605,1209,1094,126,1.1261756459100625
6606,1230,1940,135,1.8429088238870415
6606,1424,1974,101,2.480922687710536
6606,638,1072,130,1.8686951556855356
6607,1465,1545,154,1.9362254200470779
6607,526,1404,148,1.0438743131183015
6608,718,1717,123,1.0838312773557282
6608,1203,1826,162,1.0746568992872692
6608,571,1368,197,1.8847246524432058
6608,1341,1292,164,1.8506560370226026
6609,941,1156,196,2.3261519368794668
6609,1008,1362,114,2.6218646449874017
6609,1080,1607,124,2.4912040146562004
6609,1052,1927,106,2.9001328275048026
6609,1045,1027,198,1.4772581065285222
6609,1470,1220,115,2.4642508954771447
6610,799,1548,161,2.5933544981105134
6611,760,1205,150,1.9198775018072616
6611,932,1132,134,2.118130976127553
6611,503,1084,161,1.4459556991385139
6611,1103,1831,165,1.653343877573033
6612,1491,1487,111,2.832147500104382
6612,1013,1888,186,1.8629291547919078
6612,597,1009,119,2.2145381709360654
6612,1474,1797,179,2.486487094728209
6613,627,1550,156,1.6567733450105022
6613,824,1403,114,1.1197575421209642
6613,595,1160,133,1.4567743196282925
6614,762,1892,162,1.8823977657566777
6614,1275,1740,138,2.541744314242278
6614,1147,1505,107,1.8989532986906061
6614,732,1480,177,1.699929987665051
6614,728,1231,196,1.043769815029204
6615,1416,1891,197,2.4725333955120377
6615,1307,1663,194,2.32480932173105
6615,800,1684,134,1.093020655256006
6616,1178,1680,104,2.970329678502727
6616,873,1712,154,1.4580807126123982
6616,902,1027,106,1.367557897750388
6616,822,1848,163,2.0338695000844584
6616,989,1939,181,2.215190428627884
6616,799,1224,113,2.8356778978861774
